nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_clt,salario_medio
Cabreúva,,Encarregado De Equipe De Conservação De Vias Permanentes (Exceto Trilhos),2,2832.16
Araçariguama,,Banhista De Animais Domésticos,2,1145.92
Itu,,Contramestre De Cabotagem,2,5001.7
Itupeva,,Técnico Em Farmácia,2,1916.38
Araçariguama,,Porteiro (Hotel),2,2241.64
Itupeva,,Professor De Biologia No Ensino Médio,2,4876.96
Cabreúva,,Operador De Usinagem Convencional Por Abrasão,2,2902.85
Itu,,Psicólogo Do Trabalho,2,3651.45
Itu,,Controlador De Serviços De Máquinas E Veículos,2,3567.23
Itupeva,,Técnico De Apoio À Bioengenharia,2,4356.75
Americana,,Operador De Compressor De Ar,2,3240.76
Americana,,Emendador De Cabos Elétricos E Telefônicos (Aéreos E Subterrâneos),2,1518.29
Cabreúva,,Professor De História Do Ensino Fundamental,2,3254.73
Cabreúva,,Professor De Língua Inglesa,2,2140.66
Itupeva,,"Operador De Calandra (Química, Petroquímica E Afins)",2,4251.8
Itupeva,,Biólogo,2,4141.66
Itu,,Técnico Em Tratamento De Efluentes,2,2305.05
Itupeva,,Filtrador De Cerveja,2,2336.13
Cabreúva,,Professor Prático No Ensino Profissionalizante,2,2335.28
Cabreúva,,Agente De Defesa Ambiental,2,2678.13
Cabreúva,,Inspetor De Serviços De Transportes Rodoviários (Passageiros E Cargas),2,4736.19
Itu,,Artífice Do Couro,2,1536.81
Cabreúva,,Mecânico De Manutenção De Motores Diesel (Exceto De Veículos Automotores),2,1838.9
Americana,,Técnico De Sistemas Audiovisuais,2,2192.18
Araçariguama,,Desenhista Projetista De Arquitetura,2,4943.72
Americana,,Técnico Em Agrimensura,2,3896.39
Itu,,Bibliotecário,2,4114.39
Itu,,Administrador Em Segurança Da Informação,2,7596.79
Araçariguama,,Instrutor De Cursos Livres,2,2047.19
Cabreúva,,Cortador De Roupas,2,2014.16
Itu,,Carpinteiro (Esquadrias),2,1713.72
Itupeva,,Diretor De Leasing,2,2794.18
Araçariguama,,Encanador,2,2554.2
Americana,,Trabalhador Da Pecuária (Eqüinos),2,2569.22
Araçariguama,,Operador De Processo De Moagem,2,2305.18
Itu,,Editor,2,1970.46
Itupeva,,Forneiro De Fundição (Forno De Redução),2,2680.46
Itu,,Técnico Em Pesquisa Mineral,2,1831.96
Itu,,Chefe De Confeitaria,2,2651.89
Itu,,"Supervisor De Manutenção De Bombas, Motores, Compressores E Equipamentos De Transmissão",2,3664.59
Araçariguama,,Técnico De Manutenção Eletrônica,2,2495.14
Americana,,Calandrista De Borracha,2,3335.86
Cabreúva,,Técnico Em Secretariado,2,2121.39
Americana,,Traçador De Pedras,2,2687.36
Itu,,Sinaleiro (Ponte-Rolante),2,1913
Cabreúva,,Sushiman,2,1750
Itu,,Mecânico De Manutenção De Bomba Injetora (Exceto De Veículos Automotores),2,3533.19
Itu,,Instalador De Isolantes Acústicos,2,2502.24
Americana,,Mestre Serralheiro,2,3269.65
Americana,,Operador De Projetor Cinematográfico,2,3747.22
Cabreúva,,Operador De Jato Abrasivo,2,2092.57
Cabreúva,,Operador De Britador De Mandíbulas,2,1147.63
Americana,,Tecnólogo Em Eletrônica,2,3805.99
Americana,,Torneiro Na Usinagem Convencional De Madeira,2,4148.08
Itupeva,,Analista De Planejamento E Orçamento - Apo,2,1895.34
Itu,,Barista,2,1503.39
Itupeva,,Soldador A  Oxigás,2,2230.92
Itu,,Cozinheiro Do Serviço Doméstico,2,1714.29
Itupeva,,Cortador De Pedras,2,1857.14
Araçariguama,,Supervisor De Caixas E Bilheteiros (Exceto Caixa De Banco),2,2060.36
Araçariguama,,Técnico De Manutenção Elétrica De Máquina,2,2574.75
Itupeva,,Redator De Publicidade,2,4710.72
Itu,,Ourives,2,1786.05
Itu,,Engenheiro Eletricista De Manutenção,2,4367.13
Itupeva,,Ceramista,2,2986.16
Americana,,Tecnólogo Em Gestão Da Tecnologia Da Informação,2,2320.5
Araçariguama,,Assistente Social,2,2433.91
Itupeva,,Desenhista Projetista De Eletricidade,2,3578.85
Americana,,Operador De Britador De Mandíbulas,2,3278.46
Americana,,Tecnólogo Em Produção Industrial,2,3604.63
Americana,,Advogado (Áreas Especiais),2,6122.52
Araçariguama,,Selecionador De Material Reciclável,2,3530.8
Araçariguama,,Analista De Gestão De Estoque,2,3552.26
Americana,,Diretor De Criação,2,4482.32
Araçariguama,,Técnico Eletricista,2,4986.62
Araçariguama,,Técnico De Fundição Em Siderurgia,2,3883.59
Araçariguama,,Tecnólogo Em Automação Industrial,2,6310.69
Itu,,Operador De Mídia Audiovisual,2,2049.56
Araçariguama,,Mestre De Alto-Forno,2,7658.94
Americana,,Tecnólogo Em Soldagem,2,8607.24
Ibiúna,,Operador De Britador De Mandíbulas,2,0
Itapetininga,,"Ferramenteiro De Mandris, Calibradores E Outros Dispositivos",2,7595.3
Ibiúna,,Gerente De Serviços De Saúde,2,5838.44
Itapeva,,Médico Clínico,2,9340.55
Itapeva,,Supervisor De Montagem E Instalação Eletroeletrônica,2,6993.23
Itu,,Desenvolvedor De Multimídia,2,1651.3
Itupeva,,Operador De Guindaste Móvel,2,2304.09
Americana,,Operador De Centro De Usinagem De Madeira (Cnc),2,6152.41
Itapeva,,Agente De Ação Social,2,3646.84
Americana,,Desenhista Técnico Aeronáutico,2,6342.36
Itapeva,,Dirigente De Entidade De Trabalhadores,2,3901.7
Itapeva,,Professor De Física No Ensino Médio,2,1770.06
Itapeva,,Enfermeiro Do Trabalho,2,5461.6
Ibiúna,,Médico Veterinário,2,5222.3
Itapeva,,Técnico Em Mecânica De Precisão,2,4578.1
Itu,,Mecânico De Manutenção De Compressores De Ar,2,2567.02
Itu,,Diretor De Serviços Sociais,2,2265.59
Itu,,Entrevistador De Preços,2,3503.59
Ibiúna,,Ajustador Mecânico Em Bancada,2,3479.7
Itapetininga,,Fisioterapeuta  Do Trabalho,2,4541.63
Itapetininga,,Operador De Telemarketing Ativo E Receptivo,2,1418.49
Itu,,Operador De Guindaste (Fixo),2,2112.5
Itupeva,,"Técnico Mecânico (Calefação, Ventilação E Refrigeração)",2,2147.82
Ibiúna,,Farmacêutico Hospitalar E Clínico,2,4217.01
Itapetininga,,Biólogo,2,5434.84
Itupeva,,Advogado,2,3266.84
Itu,,Operador De Acabamento De Peças Fundidas,2,1660.93
Americana,,Médico Ortopedista E Traumatologista,2,9977.37
Itu,,Gravador De Matriz Serigráfica,2,2928.93
Itapetininga,,Auditor (Contadores E Afins),2,1497.1
Itapeva,,Tesoureiro De Banco,2,2922.39
Itapetininga,,Editor,2,6703
Itapeva,,Reparador De Equipamentos De Escritório,2,3421.72
Ibiúna,,Cartazeiro,2,1156.91
Itapetininga,,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),2,2859.65
Itapetininga,,Operador De Máquina De Fundição,2,1262.31
Itupeva,,"Macheiro, A Mão",2,2941.02
Araçariguama,,Laminador De Plástico,2,2296.26
Itu,,"Macheiro, A Mão",2,3116.68
Itu,,Cirurgião Dentista - Odontologista Legal,2,1544.15
Itu,,Operador De Vazamento,2,3329.4
Itapetininga,,Analista De Pcp (Programação E Controle Da Produção),2,2940.89
Itapeva,,Operador De Maçaroqueira,2,2063.55
Itapetininga,,Inspetor De Risco,2,1450.55
Itapetininga,,Operador De Máquina De Usinagem De Madeira (Produção Em Série),2,2704.13
Itapetininga,,Bibliotecário,2,3064.41
Itupeva,,Limpador De Vidros,2,1358.86
Itupeva,,Auxiliar De Seguros,2,1843.26
Itu,,Lavador De Roupas  A Maquina,2,1620.45
Itapetininga,,Maître,2,2613.64
Itupeva,,Lubrificador De Veículos Automotores (Exceto Embarcações),2,2217.19
Itapetininga,,Atendente De Lavanderia,2,879.57
Itapetininga,,Operador De Ponte Rolante,2,2285.86
Itapetininga,,Analista De Informações (Pesquisador De Informações De Rede),2,4805.21
Itapeva,,Mecânico De Manutenção De Equipamento De Mineração,2,3402.31
Itapeva,,Analista De Redes E De Comunicação De Dados,2,2849.65
Itu,,Confeccionador De Brinquedos De Pano,2,1584.9
Itapetininga,,Supervisor Da Manutenção E Reparação De Veículos Pesados,2,7244.74
Itapetininga,,"Trabalhador Na Olericultura (Raízes, Bulbos E Tubérculos)",2,2695.28
Itupeva,,"Técnico Em Materiais, Produtos Cerâmicos E Vidros",2,1933.27
Itupeva,,Projetista De Móveis,2,1448.61
Itapetininga,,Médico Endocrinologista E Metabologista,2,18064.91
Itu,,Costureira De Reparação De Roupas,2,1390.3
Itu,,Técnico Em Farmácia,2,3077.24
Itapetininga,,Professor De Língua Portuguesa Do Ensino Fundamental,2,2726.53
Itu,,Técnico Em Piscicultura,2,1564.38
Itu,,Cafeicultor,2,1268.86
Ibiúna,,Instrumentador Cirúrgico,2,2139.32
Ibiúna,,Biomédico,2,1543.74
Itapetininga,,Supervisor De Compras,2,9720.35
Itu,,Editor De Jornal,2,2620.34
Itapetininga,,Administrador De Redes,2,8929.28
Itu,,Supervisor Técnico Operacional De Sistemas De Televisão E Produtoras De Vídeo,2,3112.6
Itapetininga,,Supervisor De Contas A Pagar,2,2947.01
Itapetininga,,Professor De Filosofia No Ensino Médio,2,2404.91
Itapeva,,Médico Do Trabalho,2,15929.67
Itapetininga,,Operador De Máquina De Abrir Valas,2,1943.38
Itupeva,,Enfermeiro Do Trabalho,2,4007.26
Itapetininga,,Consultor Jurídico,2,1632.35
Itapetininga,,Fiscal De Atividades Urbanas,2,2451.36
Itapetininga,,Auxiliar De Enfermagem Do Trabalho,2,1700.28
Ibiúna,,Instalador-Reparador De Redes E Cabos Telefônicos,2,2007.02
Ibiúna,,Gesseiro,2,1100
Itapetininga,,Lavador De Roupas,2,1674.95
Ibiúna,,Operador De Máquina Perfuratriz,2,1931.88
Itapeva,,Professor De Línguas Estrangeiras Modernas,2,947.63
Itupeva,,Mestre De Fundição,2,5556.06
Itu,,"Pesquisador De Engenharia Metalúrgica, De Minas E De Materiais",2,12084.78
Itapetininga,,Vendedor Ambulante,2,1854.47
Itapetininga,,"Bordador, A  Mão",2,1318.82
Itapetininga,,Mecânico De Manutenção De Compressores De Ar,2,2444.44
Itapeva,,Desenhista Técnico (Artes Gráficas),2,1666.87
Itapeva,,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),2,3660.95
Ibiúna,,Mecânico De Manutenção De Motocicletas,2,1567.33
Itu,,Técnico Em Calibração,2,2754.66
Itu,,Operador De Máquina Extrusora De Varetas E Tubos De Vidro,2,3190.08
Itapeva,,Operador De Acabamento (Indústria Gráfica),2,987.08
Itupeva,,Mestre De Ferramentaria,2,9473.53
Itupeva,,"Corretor De Valores, Ativos Financeiros, Mercadorias E Derivativos",2,2853.55
Ibiúna,,Montador De Equipamentos Eletrônicos (Aparelhos Médicos),2,1181.24
Ibiúna,,Técnico Eletrônico,2,1666.86
Araçatuba,,Técnico De Sistemas Audiovisuais,2,4152.59
Itapetininga,,"Tecelão De Tapetes, A  Máquina",2,826.04
Itapetininga,,Torneiro Na Usinagem Convencional De Madeira,2,1610.79
Itu,,Mecânico De Manutenção De Máquinas Operatrizes (Lavra De Madeira),2,3787.12
Ibiúna,,Alinhador De Pneus,2,2498.85
Itupeva,,Supervisor De Controle Patrimonial,2,7394.6
Itu,,Gerente De Turismo,2,3151.94
Itapeva,,Ajustador Mecânico (Usinagem Em Bancada E Em Máquinas-Ferramentas),2,1563.88
Ibiúna,,Encarregado Geral De Operações De Conservação De Vias Permanentes (Exceto Trilhos),2,1870.38
Itapetininga,,Moço De Convés (Marítimo E Fluviário),2,1371.2
Itu,,Mestre De Ferramentaria,2,11120.94
Ibiúna,,Operador De Molduradora (Usinagem De Madeira),2,1291.34
Itapeva,,Motorista De Táxi,2,1424.22
Itapeva,,Operador De Triagem E Transbordo,2,1828.48
Itu,,Professor De Alunos Com Deficiência Visual,2,2373.34
Itapetininga,,Vaqueador De Couros E Peles,2,2493.52
Itupeva,,Técnico De Mineração,2,5443.65
Itupeva,,Técnico De Telecomunicações (Telefonia),2,323.87
Itapeva,,Supervisor De Exploração Pecuária,2,2131.43
Itapetininga,,Operador De Impermeabilizador De Tecidos,2,1544.63
Ibiúna,,Auxiliar De Seguros,2,1532.41
Itapeva,,Recebedor De Apostas (Loteria),2,1297.38
Ibiúna,,Professor De Biologia No Ensino Médio,2,1064.63
Ibiúna,,Professores De Cursos Livres,2,1465.99
Ibiúna,,Lavador De Roupas,2,2333.24
Ibiúna,,Assessor De Imprensa,2,4726.63
Itapetininga,,Técnico Em Sonorização,2,3123.52
Itapetininga,,Esteticista,2,2004.1
Ibiúna,,Cortador De Roupas,2,1841.29
Itapeva,,Impressor Flexográfico,2,1504.6
Itapeva,,Analista De Cobrança (Instituições Financeiras),2,1495.83
Itapetininga,,Técnico Mecânico (Máquinas),2,1704.11
Itupeva,,Técnico Mecânico Na Manutenção De Ferramentas,2,6450.93
Itapetininga,,Torneiro (Lavra De Pedra),2,3206.7
Itapetininga,,Analista De Folha De Pagamento,2,2831.76
Itapetininga,,Gerente De Almoxarifado,2,2061.15
Itapeva,,Corretor De Imóveis,2,1293.34
Ibiúna,,Técnico Mecânico (Máquinas),2,2332.34
Ibiúna,,Montador De Instrumentos De Óptica,2,1785.61
Itapetininga,,Guardador De Veículos,2,1215.41
Itapeva,,Desenhista Técnico (Construção Civil),2,2266.66
Itapeva,,Tecnólogo Em Logística De Transporte,2,2447.95
Itapeva,,Governanta De Hotelaria,2,4794.9
Itapetininga,,Montador De Instrumentos De Óptica,2,1886.28
Ibiúna,,Recepcionista De Hotel,2,1648.93
Itapeva,,Auxiliar De Veterinário,2,1585.12
Ibiúna,,Auxiliar Técnico Em Laboratório De Farmácia,2,1598.52
Ibiúna,,Armazenista,2,1231.24
Ibiúna,,Controlador De Pragas,2,1796.41
Itapeva,,Vistoriador Naval,2,2770.64
Itapeva,,Professor De Educação Artística Do Ensino Fundamental,2,2301.19
Itapeva,,"Bobinador Eletricista, À Mão",2,1694.78
Itapeva,,Professor De Artes No Ensino Médio,2,932.76
Itapetininga,,Assistente Comercial De Seguros,2,3240.83
Itapeva,,Técnico Em Patologia Clínica,2,2098.21
Itapetininga,,Operador De Centrifugadora (Tratamentos Químicos E Afins),2,2143.13
Ibiúna,,Técnico De Obras Civis,2,3846.86
Itapetininga,,Lavador De Peças,2,1516.94
Porto Feliz,,Locutor De Mídias Audiovisuais,2,686.31
Itapetininga,,Técnico Em Automobilística,2,2380.84
Itapeva,,Técnico De Estradas,2,3489.14
Ibiúna,,Pintor De Veículos (Fabricação),2,2140.57
Ibiúna,,Instalador-Reparador De Linhas E Aparelhos De Telecomunicações,2,1104.76
Cerquilho,,Tecnólogo Em Radiologia,2,3903.16
Ibiúna,,"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)",2,2746.63
Ibiúna,,Contramestre De Acabamento (Indústria Têxtil),2,3072.97
Itapeva,,Bloqueiro (Trabalhador Portuário),2,1500
Itapetininga,,Operador De Central Termoelétrica,2,2888.9
Dourado,,Gerente De Produção E Operações,2,7572.59
Itapetininga,,Operador De Máquina Perfuratriz,2,1488.89
Itapetininga,,"Mecânico De Manutenção De Aeronaves, Em Geral",2,1494.31
Ibiúna,,Mecânico De Manutenção De Bomba Injetora (Exceto De Veículos Automotores),2,2773.88
Itapeva,,Operador De Central De Concreto,2,1802.01
Itapeva,,"Salsicheiro (Fabricação De Lingüiça, Salsicha E Produtos Similares)",2,2610.16
Itapeva,,Operador De Máquina De Dobrar Chapas,2,1832.49
Cerquilho,,Operador De Quadro De Distribuição De Energia Elétrica,2,5176.71
Itapeva,,"Bordador, À Máquina",2,1330.14
Dourado,,Supervisor De Telemarketing E Atendimento,2,5013.8
Itapeva,,Operador De Máquina Cortadora (Minas E Pedreiras),2,2124.33
Itapeva,,Cortador De Laminados De Madeira,2,2222.49
Itapetininga,,Diretor Comercial,2,6640.64
Itapetininga,,Supervisor De Cobrança,2,4119.09
Ibiúna,,Criador De Suínos,2,1784.49
Itapetininga,,Instrumentador Cirúrgico,2,2528.9
Itapeva,,Trabalhador Da Avicultura De Corte,2,1752.71
Cerquilho,,Inspetor De Serviços De Transportes Rodoviários (Passageiros E Cargas),2,3739.43
Cerquilho,,Mestre De Usinagem,2,5962.36
Porto Feliz,,Engenheiro De Alimentos,2,16931.79
Itapeva,,Condutor De Ambulância,2,3633.86
Ibiúna,,Trabalhador Na Olericultura (Frutos E Sementes),2,1433.94
Ibiúna,,Técnico Agrícola,2,4101.06
Itapetininga,,Tecnólogo Em Radiologia,2,3699.56
Cerquilho,,Ajustador Mecânico Em Bancada,2,4819.52
Itapetininga,,Médico Reumatologista,2,3918.51
Itapetininga,,Médico Ortopedista E Traumatologista,2,4952.39
Dourado,,Advogado,2,7968.34
Charqueada,,Supervisor De Compras,2,3749.4
Itapetininga,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),2,5688.01
Ibiúna,,Vigia Portuário,2,3597.32
Itapetininga,,Técnico Em Estruturas Metálicas,2,3556.7
Ibiúna,,Gerente De Logística (Armazenagem E Distribuição),2,6942.91
Porto Feliz,,Produtor Agrícola Polivalente,2,1195.33
Itapetininga,,Professor De Nível Superior Na Educação Infantil (Zero A Três Anos),2,908.7
Porto Feliz,,Operador De Trator De Lâmina,2,1900.94
Cerquilho,,Assistente Comercial De Seguros,2,2577.47
Porto Feliz,,Avicultor,2,1540
Ibiúna,,Professor De Língua Inglesa,2,1336.95
Dourado,,Gerente De Serviços Culturais,2,2652.14
Dourado,,Instalador De Sistemas Eletroeletrônicos De Segurança,2,1847.26
Ibiúna,,Ajudante De Confecção,2,1370.76
Itapetininga,,Psicopedagogo,2,1354.18
Porto Feliz,,Revisor De Tecidos Acabados,2,2008.25
Itapetininga,,Dançarino Tradicional,2,961
Itapeva,,Administrador De Sistemas Operacionais,2,5732.3
Itapetininga,,Montador De Equipamentos Eletrônicos,2,2419.09
Cabreúva,,Supervisor De Manutenção Eletromecânica (Utilidades),2,9507.88
Charqueada,,Expedidor De Mercadorias,2,2417.69
Charqueada,,Auxiliar De Pessoal,2,1937.68
Cerquilho,,Desenhista Industrial De Produto De Moda (Designer De Moda),2,3573.15
Cabreúva,,Supervisor De Controle Patrimonial,2,11857.37
Cabreúva,,Trabalhador Da Cultura De Café,2,1402.88
Cerquilho,,Desenhista Técnico,2,3334.66
Cabreúva,,Cumim,2,1621.24
Cabreúva,,Lavador De Roupas,2,1415.91
Cabreúva,,Operador De Guindaste (Fixo),2,2482.2
Dourado,,Analista De Desenvolvimento De Sistemas,2,2429.41
Dourado,,Fisioterapeuta Geral,2,2810.13
Cabreúva,,"Mecânico De Manutenção De Aeronaves, Em Geral",2,1755.17
Cabreúva,,Encarregado Geral De Operações De Conservação De Vias Permanentes (Exceto Trilhos),2,3671.19
Cerquilho,,Professor De Matemática No Ensino Médio,2,2519.64
Itapetininga,,Médico Urologista,2,15943.7
Cabreúva,,Agente Funerário,2,2148.59
Charqueada,,Instalador-Reparador De Linhas E Aparelhos De Telecomunicações,2,1846.82
Cabreúva,,Técnico Em Manutenção De Máquinas,2,2502.76
Ibiúna,,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,2,11643.15
Cerquilho,,Sushiman,2,1758.13
Dourado,,Contínuo,2,1847.65
Cabreúva,,Biólogo,2,3610.99
Cabreúva,,Eletricista De Instalações (Edifícios),2,2949.54
Cabreúva,,Técnico Em Radiologia E Imagenologia,2,3329.14
Cabreúva,,Analista De Folha De Pagamento,2,4408.84
Cabreúva,,Professor De Filosofia No Ensino Médio,2,5621.89
Cabreúva,,Programador De Máquinas - Ferramenta Com Comando Numérico,2,6048.7
Cerquilho,,Auxiliar Técnico Em Laboratório De Farmácia,2,1586.19
Cerquilho,,Técnico Em Laboratório De Farmácia,2,2070.01
Cabreúva,,Condutor De Processos Robotizados De Soldagem,2,6645.9
Ibiúna,,Gerente De Almoxarifado,2,9157.81
Boituva,,Gerente De Operação De Tecnologia Da Informação,2,9012.17
Cerquilho,,Operador De Projetor Cinematográfico,2,1552.82
Boituva,,Garagista,2,1317.43
Porto Feliz,,Redator De Publicidade,2,1870.92
Cerquilho,,Telhador (Telhas De Argila E Materiais Similares),2,1513.79
Itapetininga,,Professor De Língua Espanhola,2,784.16
Boituva,,Impressor Digital,2,1847.93
Boituva,,Datilógrafo,2,1603.8
Boituva,,"Instalador De Cortinas E Persianas, Portas Sanfonadas E Boxe",2,2141.32
Cerquilho,,Economista Do Setor Público,2,2431.35
Porto Feliz,,Conferente Mercadoria (Exceto Carga E Descarga),2,2276.53
Boituva,,Tecelão (Tear Automático),2,1910.66
Boituva,,Operador De Laminador,2,2438.49
Boituva,,Bamburista,2,1837.03
Cerquilho,,Mecânico De Manutenção De Motocicletas,2,2036.51
Porto Feliz,,Advogado De Empresa,2,4183.2
Boituva,,Moleiro (Tratamentos Químicos E Afins),2,2252.23
Cerquilho,,Engenheiro Eletrônico,2,2357.87
Boituva,,Kardexista,2,1431.88
Cerquilho,,Operador De Zincagem (Processo Eletrolítico),2,1013.14
Boituva,,"Lavadeiro, Em Geral",2,1724.74
Boituva,,Agente De Viagem,2,2150.49
Boituva,,Marcador De Produtos (Siderúrgico E Metalúrgico),2,2668.73
Boituva,,Técnico Mecânico Na Manutenção De Ferramentas,2,3483.27
Boituva,,Analista De Transporte Em Comércio Exterior,2,4957.15
Boituva,,Técnico Em Mecatrônica - Automação Da Manufatura,2,5537.41
Cerquilho,,Contramestre De Malharia (Indústria Têxtil),2,2423.38
Cerquilho,,Preparador De Sucata E Aparas,2,1720.03
Porto Feliz,,Supervisor De Contas A Pagar,2,3257.97
Cerquilho,,Técnico Mecânico,2,3077.06
Boituva,,Diretor De Marketing,2,3528.81
Porto Feliz,,Agente Funerário,2,2019.81
Boituva,,Enfermeiro,2,2990.61
