nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_clt,salario_medio
Itapeva,,Mecânico De Manutenção De Bomba Injetora (Exceto De Veículos Automotores),2,2990.47
Ibiúna,,Técnico Em Atendimento E Vendas,2,2424.49
Araçatuba,,Operador De Rede De Teleprocessamento,2,2730.11
Araçatuba,,Perito Contábil,2,1795.03
Cerquilho,,Ajustador Mecânico,2,1699.68
Araçatuba,,Diretor De Arte (Publicidade),2,1775.41
Araçoiaba da Serra,,Operador De Triagem E Transbordo,2,2071.78
Itapeva,,Inspetor De Terraplenagem,2,2609.58
Araçatuba,,Ascensorista,2,2259.59
Itapetininga,,Preparador De Tintas,2,2294.22
Itapetininga,,Desenhista Detalhista,2,4046.37
Piedade,,Preparador Físico,2,998.37
Piedade,,Professor De Artes No Ensino Médio,2,1016.17
Itapeva,,Técnico De Planejamento E Programação Da Manutenção,2,5192.61
Araçatuba,,Operador De Máquina Misturadeira (Tratamentos Químicos E Afins),2,2924.14
Araçatuba,,Diretor De Produção,2,2437.1
Itapeva,,Limpador De Fachadas,2,1995.83
Araçoiaba da Serra,,Coordenador De Programação,2,1713.39
Itapetininga,,Trabalhador No Cultivo De Flores Em Vaso,2,1692.97
Cerquilho,,Preparador De Rações,2,1409.98
Araçoiaba da Serra,,Desenhista Projetista De Construção Civil,2,2555.22
Itapeva,,Professores De Cursos Livres,2,1283.28
Araçoiaba da Serra,,"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)",2,2596.27
Araçatuba,,Operador De Instalação De Ar-Condicionado,2,3185.94
Itapeva,,Auxiliar De Laboratório De Imunobiológicos,2,1698.22
Araçatuba,,Operador De Abastecimento De Combustível De Aeronave,2,3097.96
Araçatuba,,Localizador (Cobrador),2,2660.69
Pindamonhangaba,,Calafetador,2,1792.9
Araçatuba,,Psicólogo Do Trabalho,2,4516.69
Araçoiaba da Serra,,Mestre De Pintura (Tratamento De Superfícies),2,3061.78
Cerquilho,,Mecânico De Manutenção De Bicicletas E Veículos Similares,2,1683.18
Araçoiaba da Serra,,Impressor (Serigrafia),2,4970.79
Itapeva,,Locutor De Mídias Audiovisuais,2,1600.86
Itapetininga,,Desenhista Técnico (Artes Gráficas),2,3573.6
Araçoiaba da Serra,,Analista De Exportação E Importação,2,5017.98
Araçoiaba da Serra,,"Supervisor De Operação Elétrica (Geração, Transmissão E Distribuição De Energia Elétrica)",2,4768.11
Araçoiaba da Serra,,Cirurgião Dentista - Clínico Geral,2,4188.78
Itapeva,,Pizzaiolo,2,1128.95
Cerquilho,,Desenvolvedor Web (Técnico),2,1449.85
Araçoiaba da Serra,,Engenheiro De Segurança Do Trabalho,2,7985.46
Itapetininga,,Cozinhador De Pescado,2,1557.35
Araçoiaba da Serra,,Topógrafo,2,7109.61
Araçoiaba da Serra,,Engenheiro Civil,2,6289.13
Cerquilho,,Montador De Equipamentos Elétricos (Centrais Elétricas),2,1154.19
Pindamonhangaba,,Secretário  Bilíngüe,2,11282.53
Araçatuba,,Operador De Sonda Rotativa,2,0
Charqueada,,Recebedor De Apostas (Loteria),2,1201.26
Itapetininga,,"Confeccionador De Velas Náuticas, Barracas E Toldos",2,1445.08
Piedade,,Gerente De Suprimentos,2,9403.56
Pindamonhangaba,,Mestre De Pintura (Tratamento De Superfícies),2,7572.07
Ibiúna,,Lustrador De Peças De Madeira,2,1576.97
Pindamonhangaba,,Teleoperador,2,1151.05
Cerquilho,,Zelador De Edifício,2,2458.11
Piedade,,Oleiro (Fabricação De Tijolos),2,1513.92
Pindamonhangaba,,Banhista De Animais Domésticos,2,1180.53
Ibiúna,,Despachante Documentalista,2,1655.87
Itapeva,,Conferente Mercadoria (Exceto Carga E Descarga),2,1556.42
Pindamonhangaba,,Professor De Sociologia No Ensino Médio,2,1906.05
Pindamonhangaba,,Enfermeiro De Terapia Intensiva,2,1533.31
Itapeva,,Advogado De Empresa,2,3118.14
Itapeva,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",2,1596.28
Itapeva,,Eletricista De Instalações (Edifícios),2,1234.29
Pindamonhangaba,,Monitor De Dependente Químico,2,1184.38
Araçoiaba da Serra,,Médico Veterinário,2,8835.2
Araçoiaba da Serra,,Instrutor De Aprendizagem E Treinamento Industrial,2,7865.51
Dourado,,Operador De Incubadora,2,2132.89
Araçatuba,,Médico Oftalmologista,2,7968.9
Itapetininga,,Assentador De Canalização (Edificações),2,1455.85
Araçatuba,,"Supervisor De Operação Elétrica (Geração, Transmissão E Distribuição De Energia Elétrica)",2,7819.59
Itapetininga,,Montador De Equipamentos Elétricos,2,1579.29
Itapetininga,,Modelista De Roupas,2,1667.2
Araçatuba,,Engenheiro Metalurgista,2,7752.43
Dourado,,Torrador De Café,2,1794.5
Itapetininga,,Queijeiro Na Fabricação De Laticínio,2,1495
Araçatuba,,Tecnólogo Em Automação Industrial,2,6883.6
Araçatuba,,Operador De Triagem E Transbordo,2,4243.91
Cerquilho,,Planejista,2,1629.7
Araçatuba,,Técnico De Controle De Meio Ambiente,2,4673.18
Araçatuba,,Médico Otorrinolaringologista,2,6850.78
Araçoiaba da Serra,,Encarregado De Acabamento De Chapas E Metais  (Têmpera),2,3724.68
Charqueada,,Motorista De Carro De Passeio,2,1936.79
Itapetininga,,Professor De Língua Estrangeira Moderna Do Ensino Fundamental,2,1419.57
Charqueada,,Conferente De Carga E Descarga,2,2214.41
Araçoiaba da Serra,,Supervisor De Manutenção De Máquinas Industriais Têxteis,2,4667.6
Itapetininga,,Professor De Educação Artística Do Ensino Fundamental,2,1781.53
Araçatuba,,Gravador De Matriz Para Flexografia (Clicherista),2,3223.72
Araçatuba,,Psicólogo Educacional,2,3377.28
Dourado,,Operador De Máquinas Operatrizes,2,2172.26
Araçatuba,,Desenvolvedor Web (Técnico),2,3084.72
Pindamonhangaba,,Pedreiro De Edificações,2,1870.24
Araçatuba,,Técnico De Manutenção Elétrica De Máquina,2,3052.24
Araçatuba,,Queijeiro Na Fabricação De Laticínio,2,2298.99
Itapetininga,,Professor De Computação (No Ensino Superior),2,858.02
Araçatuba,,Técnico De Seguros,2,3604.32
Araçatuba,,Montador De Veículos (Linha De Montagem),2,2114.82
Araçoiaba da Serra,,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,2,2663.39
Itapetininga,,Arquivista,2,941.68
Araçatuba,,Montador De Estruturas Metálicas De Embarcações,2,1138.37
Ibiúna,,Carregador (Armazém),2,1329.47
Pindamonhangaba,,Lapidador De Vidros E Cristais,2,2204.35
Piedade,,Modelador De Madeira,2,2081.48
Pindamonhangaba,,"Operador De Máquina Eletroerosão, À Fio, Com Comando Numérico",2,2924.93
Araçatuba,,"Supervisor De Fabricação De Produtos Cerâmicos, Porcelanatos E Afins",2,2324.85
Araçatuba,,Técnico De Painel De Controle,2,2480.84
Araçatuba,,Mestre De Produção Farmacêutica,2,3118.56
Piedade,,Montador De Instrumentos De Óptica,2,1964.92
Pindamonhangaba,,Serrador De Madeira,2,1708.31
Itapeva,,Gerente De Suprimentos,2,7049.17
Cerquilho,,Corretor De Seguros,2,2035.07
Dourado,,Agente De Portaria,2,1807.66
Piedade,,Cobrador De Transportes Coletivos (Exceto Trem),2,1841.47
Araçoiaba da Serra,,Auxiliar Técnico Em Laboratório De Farmácia,2,2515.32
Araçatuba,,Mestre (Indústria Petroquímica E Carboquímica),2,2741.08
Pindamonhangaba,,Organizador De Evento,2,3604.63
Pindamonhangaba,,Desenhista Técnico (Artes Gráficas),2,1301.75
Piedade,,Gerente De Departamento Pessoal,2,1698.8
Araçoiaba da Serra,,Instalador-Reparador De Redes E Cabos Telefônicos,2,3153.48
Cerquilho,,Tosador De Animais Domésticos,2,914.81
Dourado,,Trabalhador Da Pecuária (Bovinos Corte),2,2117.83
Piedade,,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",2,1574.38
Araçatuba,,Enfermeiro De Terapia Intensiva,2,1705.13
Dourado,,Supervisor De Exploração Agropecuária,2,4290.73
Pindamonhangaba,,"Encarregado De Manutenção De Instrumentos De Controle, Medição E Similares",2,2748.12
Pindamonhangaba,,Operador De Colheitadeira,2,2934.2
Dourado,,Operador De Trator Florestal,2,2186.3
Dourado,,Gerente De Projetos E Serviços De Manutenção,2,4414.31
Araçatuba,,Trabalhador Polivalente Da Confecção De Calçados,2,2441.72
Dourado,,Cobrador Interno,2,2898.8
Araçatuba,,Engenheiro Civil (Edificações),2,6059.25
Araçatuba,,Oficial Do Registro Civil De Pessoas Naturais,2,2738.5
Pindamonhangaba,,"Operador De Bobinadeira De Tiras A Quente, No Acabamento De Chapas E Metais",2,2875.13
Araçoiaba da Serra,,Operador De Caldeira,2,2107.34
Americana,,Técnico De Painel De Controle,2,0
Araçatuba,,Técnico Gráfico,2,2194.22
Araçatuba,,Trabalhador No Cultivo De Flores Em Vaso,2,1675.03
Araçatuba,,Mecânico De Manutenção De Motores E Equipamentos Navais,2,1982.37
Araçatuba,,Mecânico De Manutenção De Instalações Mecânicas De Edifícios,2,1728.05
Piedade,,Operador De Desempenadeira Na Usinagem Convencional De Madeira,2,2651.28
Piedade,,Eletrotécnico (Produção De Energia),2,4357.94
Cerquilho,,Operador De Bomba De Concreto,2,2560.63
Piedade,,Carpinteiro,2,3126.72
Charqueada,,Rebarbador De Metal,2,2306.26
Piedade,,Operador De Negócios,2,2052.6
Araçatuba,,Teleoperador,2,1683.39
Pindamonhangaba,,Agente Fiscal Metrológico,2,4064.53
Cerquilho,,"Encarregado De Manutenção De Instrumentos De Controle, Medição E Similares",2,3068.54
Araçatuba,,Auxiliar De Maquinista De Trem,2,978.88
Pindamonhangaba,,Editor De Mídia Eletrônica,2,3152.18
Pindamonhangaba,,Eletricista De Instalações (Cenários),2,2904.05
Pindamonhangaba,,Administrador De Sistemas Operacionais,2,5063.93
Pindamonhangaba,,Mestre Carpinteiro,2,4626.02
Cerquilho,,Eletrotécnico,2,3657.22
Cerquilho,,Professor Instrutor De Ensino E Aprendizagem Em Serviços,2,1110.44
Dourado,,Monitor De Transporte Escolar,2,1386.77
Araçariguama,,Consultor Jurídico,2,10571.6
Dourado,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,1421.33
Cerquilho,,Administrador De Sistemas Operacionais,2,2205.58
Americana,,Engenheiro Químico (Indústria Química),2,7503.36
Cerquilho,,Agente De Viagem,2,1529.32
Cerquilho,,Xaropeiro,2,1331.61
Charqueada,,Operador De Central De Concreto,2,1585.68
Charqueada,,Operador De Pá Carregadeira,2,1733.95
Cerquilho,,Alambiqueiro,2,2522.73
Cerquilho,,Gerente De Suporte Técnico De Tecnologia Da Informação,2,1496.79
Araçatuba,,Operador De Cobrança Bancária,2,1568.17
Cerquilho,,Tecnólogo Em Secretariado Escolar,2,1900.34
Charqueada,,Analista Financeiro (Instituições Financeiras),2,2083.49
Cerquilho,,Pedagogo,2,3633.79
Cerquilho,,Técnico De Desporto Individual E Coletivo (Exceto Futebol),2,2224.32
Cerquilho,,Riscador De Roupas,2,1551.88
Araçatuba,,Serrador De Madeira,2,1515.93
Dourado,,Analista De Suporte Computacional,2,1687.74
Araçariguama,,Supervisor De Manutenção Elétrica De Alta Tensão Industrial,2,5587.95
Charqueada,,Marmorista (Construção),2,2199.24
Dourado,,Operador De Máquinas De Usinar Madeira (Cnc),2,2445.47
Cerquilho,,Analista De Negócios,2,2433.55
Cerquilho,,Cortador De Pedras,2,2032.23
Cerquilho,,Técnico De Controle De Meio Ambiente,2,3906.24
Cerquilho,,Auxiliar De Biblioteca,2,1570.42
Americana,,Advogado (Direito Público),2,4780.24
Araçatuba,,Laminador De Plástico,2,1549.19
Charqueada,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,2,5140.32
Americana,,Eletricista De Instalações (Aeronaves),2,4965.39
Cerquilho,,Supervisor De Telemarketing E Atendimento,2,2796.14
Americana,,Técnico De Manutenção De Sistemas E Instrumentos,2,5693.77
Cerquilho,,Diretor De Suprimentos,2,3674.56
Cerquilho,,Advogado,2,2147
Araçariguama,,Técnico De Obras Civis,2,6283.15
Dourado,,"Operador De Tesoura Mecânica E Máquina De Corte, No Acabamento De Chapas E Metais",2,2505.01
Araçoiaba da Serra,,Adestrador De Animais,2,1406.22
Cerquilho,,Analista De Transporte Em Comércio Exterior,2,2799.79
Charqueada,,Mestre (Indústria Petroquímica E Carboquímica),2,4558.24
Araçoiaba da Serra,,Trabalhador Na Olericultura (Legumes),2,1225.76
Araçoiaba da Serra,,Trabalhador Da Cultura De Arroz,2,1281.72
Cerquilho,,Motorista Operacional De Guincho,2,1610.49
Dourado,,Gerente De Logística (Armazenagem E Distribuição),2,2705.7
Cerquilho,,Gerente De Operações De Transportes,2,12114.64
Araçatuba,,Professor De Sociologia No Ensino Médio,2,1500.47
Americana,,Supervisor De Produção Na Mineração,2,4829.4
Dourado,,Fiscal De Tributos Municipal,2,2612.16
Dourado,,Farmacêutico Em Saúde Pública,2,3176.59
Cerquilho,,Professor De Educação Física Do Ensino Fundamental,2,2754.49
Americana,,Colorista De Papel,2,4115.69
Cerquilho,,Supervisor De Lavanderia,2,2105.89
Dourado,,Maître,2,3530.1
Charqueada,,Caixa De Banco,2,3625.86
Cerquilho,,Enfermeiro Do Trabalho,2,4891.11
Charqueada,,Supervisor De Produção Da Indústria Alimentícia,2,6990.23
Charqueada,,Operador De Escavadeira,2,4282.32
Cerquilho,,Gerente De Clientes Especiais (Private),2,6637.37
Cerquilho,,Engenheiro Eletricista,2,4868.14
Cerquilho,,Engenheiro De Controle De Qualidade,2,8390.86
Cerquilho,,Mestre De Produção Química,2,3221.14
Cerquilho,,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),2,7082.96
Araçoiaba da Serra,,Criador De Eqüínos,2,1130.55
Cerquilho,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,2,6634.04
Americana,,Pedreiro (Material Refratário),2,2354.36
Araçatuba,,Médico Infectologista,2,8310.65
Americana,,"Técnico De Operação (Química, Petroquímica E Afins)",2,1761.55
Dourado,,Técnico Em Radiologia E Imagenologia,2,5933.69
Americana,,Técnico Têxtil De Malharia,2,4218
Charqueada,,Engenheiro Agrônomo,2,8204.69
Itu,,Entregador De Publicações,2,494.22
Itu,,Mestre De Pintura (Tratamento De Superfícies),2,7114.19
Araçatuba,,Engenheiro De Controle De Qualidade,2,6658.25
Itu,,Pesquisador De Engenharia Mecânica,2,9507.08
Pindamonhangaba,,Soldador A  Oxigás,2,1090.85
Itu,,Mestre De Produção Farmacêutica,2,6539.84
Americana,,Operador De Compactadora De Solos,2,1274.68
Araçariguama,,Encarregado De Manutenção Elétrica De Veículos,2,3581.38
Itupeva,,Concierge,2,8801.72
Itupeva,,Gerente De Projetos De Tecnologia Da Informação,2,18875.5
Americana,,Moleiro De Minérios,2,3920.34
Americana,,"Macheiro, A  Máquina",2,3347.29
Itupeva,,Engenheiro Mecatrônico,2,11955.31
Itupeva,,Diretor De  Produção E Operações De Alimentação,2,18861.81
Americana,,"Supervisor De Fabricação De Produtos Cerâmicos, Porcelanatos E Afins",2,3796.34
Araçariguama,,Técnico Mecânico (Máquinas),2,3473.32
Itu,,Diretor De Pesquisa E Desenvolvimento (P&D),2,31753.44
Araçariguama,,Operador De Britadeira (Tratamentos Químicos E Afins),2,3534.45
Itu,,Profissonal De Relações Internacionais,2,22632.1
Itu,,Professor De Computação (No Ensino Superior),2,2233.82
Itu,,Trabalhador No Cultivo De Flores E Folhagens De Corte,2,1402.76
Itu,,Chaveiro,2,1314.93
Itu,,Coletor De Resíduos Sólidos De Serviços De Saúde,2,1378.34
Itu,,Tapeceiro De Autos,2,2916.62
Itupeva,,Jornaleiro (Em Banca De Jornal),2,1181.14
Itu,,Relojoeiro (Reparação),2,1511.56
Itu,,Recepcionista De Seguro Saúde,2,1308.88
Itu,,Arquivista De Documentos,2,1403.19
Americana,,Mecânico De Manutenção De Máquinas Gráficas,2,4337.92
Araçariguama,,Técnico De Telecomunicações (Telefonia),2,2568.78
Itu,,Arquivista,2,1483.88
Itu,,Passadeira De Peças Confeccionadas,2,1759.01
Americana,,Desenhista Projetista Eletrônico,2,3148.31
Itupeva,,Rebitador A  Martelo Pneumático,2,2916.81
Araçatuba,,"Diretor De Produção E Operações Da Indústria De Transformação, Extração Mineral E Utilidades",2,20269.23
Americana,,Eletromecânico De Manutenção De Elevadores,2,3444.24
Itu,,"Confeccionador De Velas Náuticas, Barracas E Toldos",2,1679.74
Itu,,Editor De Mídia Eletrônica,2,2164.32
Itupeva,,Desenvolvedor Web (Técnico),2,2263.18
Americana,,Operador De Montagem De Cilindros E Mancais,2,3407.15
Itupeva,,Gerente De Infraestrutura De Tecnologia Da Informação,2,13786.82
Americana,,Operador De Equipamentos De Preparação De Areia,2,2472.87
Itu,,"Operador De Estação De Captação, Tratamento E Distribuição De Água",2,2236.41
Itu,,Professor De Outras Línguas E Literaturas,2,2830.17
Macatuba,,Analista De Exportação E Importação,2,5236
Macatuba,,Cirurgião Dentista - Clínico Geral,2,4277.56
Itu,,Técnico De Imobilização Ortopédica,2,2161.22
Itupeva,,"Operador De Estação De Captação, Tratamento E Distribuição De Água",2,2320.06
Macatuba,,Fonoaudiólogo Geral,2,2366.68
Itupeva,,"Encarregado De Manutenção De Instrumentos De Controle, Medição E Similares",2,2572.07
Itu,,Mestre Carpinteiro,2,2952.46
Macatuba,,Psicólogo Educacional,2,3100.85
Macatuba,,Gerente De Vendas,2,3865.2
Araçariguama,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",2,3708.59
Itupeva,,Mecânico De Manutenção De Máquinas Gráficas,2,3352.53
Macatuba,,Analista De Pesquisa De Mercado,2,2323.81
Itupeva,,Operador De Máquina Cortadora (Minas E Pedreiras),2,3433.56
Itupeva,,Mecânico De Manutenção De Instalações Mecânicas De Edifícios,2,3107.3
Itu,,Fosfatizador,2,2939.83
Macatuba,,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,2,2569.01
Americana,,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,2,1799.65
Macatuba,,Instrutor De Cursos Livres,2,2261.95
Araçariguama,,Recepcionista De Hotel,2,1731.93
Americana,,Carregador (Aeronaves),2,1831.27
Araçariguama,,Operador De Ponte Rolante,2,1999.73
Americana,,Relojoeiro (Reparação),2,1727.99
Americana,,Agente De Microcrédito,2,1858.38
Itupeva,,Ajustador Mecânico (Usinagem Em Bancada E Em Máquinas-Ferramentas),2,2296.2
Americana,,Decorador De Interiores De Nível Superior,2,3551
Itupeva,,Árbitro De Judô,2,2224.61
Americana,,Mecânico De Manutenção De Bombas,2,1814.22
Araçariguama,,Demonstrador De Mercadorias,2,2040.43
Itu,,Mecânico De Manutenção De Aparelhos De Levantamento,2,3048.49
Macatuba,,Promotor De Vendas,2,1832.02
Araçariguama,,Operador De Prensa De Material Reciclável,2,1694.81
Americana,,Magarefe,2,1955.8
Americana,,Técnico Mecânico (Motores),2,4847.72
Macatuba,,Pintor De Obras,2,1849.06
Araçariguama,,Montador De Andaimes (Edificações),2,2160.17
Araçariguama,,Operador De Acabamento De Peças Fundidas,2,2048.7
Macatuba,,Cronoanalista,2,1543.4
Araçariguama,,Preparador De Solas E Palmilhas,2,1684.67
Itu,,Jornalista,2,2430.11
Araçariguama,,Vendedor  Permissionário,2,2245.58
Americana,,Caseiro (Agricultura),2,1707.53
Americana,,Chaveiro,2,1593.94
Macatuba,,Montador De Veículos (Reparação),2,1336.47
Araçariguama,,Operador De Máquinas De Construção Civil E Mineração,2,2268.59
Itu,,Técnico Em Administração,2,4854.87
Americana,,Artista (Artes Visuais),2,1653.99
Macatuba,,Caseiro (Agricultura),2,1728.61
Itu,,Técnico De Enfermagem Da Estratégia De Saúde Da Família,2,1142.13
Araçariguama,,Visitador Sanitário,2,1623.58
Americana,,Camareiro De Teatro,2,1503.2
Itupeva,,Mestre De Siderurgia,2,7127.4
Americana,,Assoalhador,2,1456.38
Itu,,Atendente De Enfermagem,2,3469.53
Itupeva,,Ouvidor,2,3205.36
Americana,,Arrematadeira,2,1262.26
Americana,,Operador De Rebobinadeira Na Fabricação De Papel E Papelão,2,1406.3
Itupeva,,Reparador De Aparelhos Eletrodomésticos (Exceto Imagem E Som),2,2775.25
Itupeva,,Desenhista Copista,2,6118.19
Americana,,Médico Cirurgião Pediátrico,2,5513.24
Boituva,,Operador De Equipamento De Destilação De Álcool,2,0
Itupeva,,Babá,2,13949.43
Araçariguama,,Diretor De Instituição Educacional Da Área Privada,2,578.84
Itu,,Técnico De Painel De Controle,2,4579.91
Araçariguama,,Operador De Telemarketing Ativo E Receptivo,2,989.1
Boituva,,Engenheiro De Controle De Qualidade,2,5812.97
Itu,,Gerente De Produção E Operações  Florestais,2,12975.33
Americana,,Operador De Triagem E Transbordo,2,6348.09
Americana,,Engenheiro De Aplicativos Em Computação,2,9844.19
Boituva,,Mestre De Produção Química,2,4261.88
Araçariguama,,Gerente De Suprimentos,2,8416.66
Itu,,Operador De Compactadora De Solos,2,2957.03
Araçariguama,,Engenheiro Eletricista De Manutenção,2,13324.19
Araçariguama,,Diretor Administrativo E Financeiro,2,26409.1
Americana,,Diretor De Manutenção,2,23061.53
Boituva,,Técnico De Manutenção Elétrica De Máquina,2,5728.73
Boituva,,Funileiro De Veículos (Reparação),2,4016.66
Boituva,,Planejista,2,3271.39
Itupeva,,Topógrafo,2,3990.39
Porto Feliz,,Engenheiro Eletricista,2,8929.15
Boituva,,Gerente De Projetos De Tecnologia Da Informação,2,6191.2
Boituva,,Mestre (Indústria Petroquímica E Carboquímica),2,4887.78
Porto Feliz,,Médico Oftalmologista,2,6568.28
Boituva,,Técnico Em Patologia Clínica,2,3452.65
Porto Feliz,,Técnico De Manutenção Elétrica De Máquina,2,6017.5
Itu,,Fonoaudiólogo Geral,2,3154.49
Itupeva,,Técnico Em Turismo,2,4516.48
Itu,,Fisioterapeuta Esportivo,2,3055.89
Itu,,Preparador De Massa De Argila,2,2453.02
Boituva,,Montador De Veículos (Reparação),2,2181.26
Boituva,,Desenhista Detalhista,2,3316.52
Itupeva,,Forneiro Na Fundição De Vidro,2,4544.55
Boituva,,Ajustador Mecânico (Usinagem Em Bancada E Em Máquinas-Ferramentas),2,2498.18
Boituva,,Laminador De Plástico,2,2327.11
Boituva,,Supervisor De Exploração Agrícola,2,3238.18
Porto Feliz,,Supervisor De Produção Na Mineração,2,6041.35
Boituva,,Psicólogo Clínico,2,1922.91
Boituva,,Terapeuta Ocupacional,2,4808.01
Porto Feliz,,Fonoaudiólogo Geral,2,3834.99
Boituva,,Inspetor De Alunos De Escola Pública,2,1953.03
Porto Feliz,,Psicólogo Clínico,2,3431.81
Porto Feliz,,Fisioterapeuta Esportivo,2,2880.82
Boituva,,Caminhoneiro Autônomo (Rotas Regionais E Internacionais),2,2119.78
Boituva,,Oleiro (Fabricação De Telhas),2,1602.11
Boituva,,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",2,2797.64
Boituva,,Ajustador Mecânico,2,2855.1
Boituva,,Montador De Veículos (Linha De Montagem),2,2002.91
Itu,,Arquiteto De Edificações,2,6939.48
Boituva,,Jóquei,2,1522.72
Porto Feliz,,Caminhoneiro Autônomo (Rotas Regionais E Internacionais),2,1896.52
Porto Feliz,,Técnico De Saneamento,2,2547.86
Porto Feliz,,Relações Públicas,2,11618.79
Porto Feliz,,Mecânico De Manutenção De Aparelhos De Levantamento,2,5366.26
Porto Feliz,,Acabador De Embalagens (Flexíveis E Cartotécnicas),2,2552.18
Porto Feliz,,Diretor De Recursos Humanos,2,25579.62
Itupeva,,Professor De Física No Ensino Médio,2,2857.86
Porto Feliz,,Diretor Comercial,2,16727.88
Porto Feliz,,Intérprete,2,7922.81
Porto Feliz,,Mecânico De Manutenção De Empilhadeiras E Outros Veículos De Cargas Leves,2,2235.64
Porto Feliz,,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,2,16357.72
Porto Feliz,,Professor De Educação Física No Ensino Médio,2,805.1
Porto Feliz,,Inspetor De Risco,2,1598.5
Porto Feliz,,Professor De Química No Ensino Médio,2,1499.11
Porto Feliz,,Sondador (Poços De Petróleo E Gás),2,2515.24
Porto Feliz,,Montador De Equipamentos Elétricos,2,2074.51
Porto Feliz,,"Trefilador De Metais, À Máquina",2,2247.68
Porto Feliz,,Desenhista Industrial De Produto De Moda (Designer De Moda),2,1796.91
Porto Feliz,,Operador De Trator Florestal,2,1567.02
Porto Feliz,,Costureira De Peças Sob Encomenda,2,1633.74
Porto Feliz,,Cortador De Tapeçaria,2,1496.22
Itu,,Trabalhador No Cultivo De Plantas Ornamentais,2,1391.64
Porto Feliz,,Atendente De Lavanderia,2,844.64
Porto Feliz,,Telefonista,2,2272
Porto Feliz,,Monitor De Dependente Químico,2,1265.85
Porto Feliz,,Mecânico De Manutenção De Máquinas Agrícolas,2,4695.31
Porto Feliz,,Operador De Britador De Mandíbulas,2,2893.57
Porto Feliz,,Engenheiro Mecânico Automotivo,2,3257.59
Porto Feliz,,Assistente De Laboratório Industrial,2,2524.8
Porto Feliz,,Operador De Centro De Controle ( Sinterização),2,3542.35
Porto Feliz,,Topógrafo,2,1323.14
Porto Feliz,,Operador De Linha De Montagem (Aparelhos Elétricos),2,2028.14
Porto Feliz,,Operador De Máquina Recobridora De Arame,2,2701.07
Porto Feliz,,Supervisor De Vendas De Serviços,2,1768.47
Porto Feliz,,Médico Veterinário,2,5871.65
Porto Feliz,,Professor De Artes No Ensino Médio,2,1229.2
Porto Feliz,,Médico Psiquiatra,2,3604.93
Porto Feliz,,Árbitro De Futebol,2,3541.11
Porto Feliz,,Engenheiro De Segurança Do Trabalho,2,11033.01
Boituva,,Tecnólogo Em Automação Industrial,2,8163.56
Porto Feliz,,Mestre De Usinagem,2,3517.41
Porto Feliz,,Fiscal De Transportes Coletivos (Exceto Trem),2,1513.69
Itupeva,,Operador Polivalente Da Indústria Têxtil,2,899.75
Porto Feliz,,Bombeiro Civil,2,3672.47
Itupeva,,Funileiro Industrial,2,0
Porto Feliz,,"Operador De Pavimentadora (Asfalto, Concreto E Materiais Similares)",2,3867.09
Porto Feliz,,Técnico Mecânico Na Fabricação De Ferramentas,2,5737.94
Porto Feliz,,Médico Pediatra,2,5158.49
Porto Feliz,,Gerente De Serviços De Saúde,2,6213.99
Porto Feliz,,Supervisor Da Manutenção E Reparação De Veículos Pesados,2,8991.46
Itu,,"Cartonageiro, A Mão (Caixas De Papelão)",2,1515.86
Porto Feliz,,Engenheiro Químico,2,7062.45
Americana,,Engenheiro Mecânico Automotivo,2,11626.51
Cabreúva,,Técnico Em Mecatrônica - Robótica,2,8747.58
Cabreúva,,Supervisor Da Manutenção E Reparação De Veículos Pesados,2,7691.3
Araçariguama,,Pedreiro De Edificações,2,1631.88
Cabreúva,,Supervisor De Embalagem E Etiquetagem,2,3831.37
Cabreúva,,Técnico Em Soldagem,2,3702.6
Itu,,Eletrotécnico (Produção De Energia),2,6864.13
Cabreúva,,Secretário  Bilíngüe,2,4173.16
Itupeva,,Gerente De Clientes Especiais (Private),2,4895.06
Cabreúva,,Bombeiro Civil,2,3941.03
Cabreúva,,Afiador De Serras,2,3204.58
Araçariguama,,Supervisor De Manutenção De Máquinas Operatrizes E De Usinagem,2,8481.08
Americana,,Professor De Antropologia Do Ensino Superior,2,1081.53
Cabreúva,,Supervisor De Cobrança,2,2338.55
Americana,,Bilheteiro De Transportes Coletivos,2,1249.23
Itu,,Técnico Em Programação Visual,2,4404.66
Itu,,Gerente De Comunicação,2,2814.53
Itu,,Colorista Têxtil,2,1317.87
